oid_evbc_b64,total_assessed_value,total_assessed_building,total_assessed_land,previous_total,previous_land,previous_building,year_built,address,geometry,bedrooms,bathrooms,carport,garage,storeys,sales_history,zoning,pid
RDAwMDBIQVhVUQ==,424000,348000,76000,422000,80000,342000,2014,3608 CORY DR,"[[-1431760776, 727043234], [-1431760710, 727046373], [-1431753834, 727046225], [-1431753901, 727043085], [-1431760776, 727043234]]",4,3,0,1,,"[{""date"": ""2015-02-23"", ""price"": 469000}]",R1,029-013-089
RDAwMDBIQVhWNQ==,476000,400000,76000,474000,80000,394000,2014,3610 CORY DR,"[[-1431753834, 727046225], [-1431760710, 727046373], [-1431760644, 727049513], [-1431753768, 727049364], [-1431753834, 727046225]]",5,3,0,1,,"[{""date"": ""2015-02-16"", ""price"": 449127}]",R1,029-013-097
RDAwMDBIQVhXMQ==,438000,362000,76000,384000,80000,304000,2014,3618 CORY DR,"[[-1431760506, 727056095], [-1431760440, 727059232], [-1431753564, 727059083], [-1431753630, 727055946], [-1431760506, 727056095]]",3,3,0,1,,[],R1,029-013-119
QTAwMDBNMVYwMg==,236000,156000,80000,239000,80000,159000,1974,5020 WALSH AVE,"[[-1431748321, 726947647], [-1431748159, 726955523], [-1431745023, 726955364], [-1431745172, 726947488], [-1431748321, 726947647]]",4,2,1,0,,[],R2,009-288-716
QTAwMDBNMVYwMw==,295000,215000,80000,297000,80000,217000,1974,5018 WALSH AVE,"[[-1431745172, 726947488], [-1431745023, 726955364], [-1431741871, 726955205], [-1431742031, 726947328], [-1431745172, 726947488]]",4,1,0,0,,[],R2,009-284-362
QTAwMDBNMVYwNA==,261000,181000,80000,263000,80000,183000,1974,5016 WALSH AVE,"[[-1431742031, 726947328], [-1431741871, 726955205], [-1431740839, 726955153], [-1431738732, 726955049], [-1431738891, 726947169], [-1431742031, 726947328]]",3,1,0,1,,[],R2,009-284-389
QTAwMDBNMVYwNQ==,283000,203000,80000,295000,80000,215000,1974,5014 WALSH AVE,"[[-1431738891, 726947169], [-1431738732, 726955049], [-1431735592, 726954889], [-1431735750, 726947010], [-1431738891, 726947169]]",5,1,0,0,,[],R2,007-644-566
QTAwMDBNMVYwNg==,276800,191000,85800,280800,85800,195000,1980,3605 THOMAS ST,"[[-1431706514, 727010674], [-1431706615, 727007185], [-1431712973, 727007366], [-1431712883, 727010855], [-1431706514, 727010674]]",5,3,0,1,,[],R1,005-946-743
QTAwMDBNMVYwNw==,390000,289000,101000,399900,91900,308000,1986,5003 COLE AVE,"[[-1431712883, 727010855], [-1431712822, 727013225], [-1431712702, 727013218], [-1431712582, 727013215], [-1431712462, 727013217], [-1431712342, 727013222], [-1431712222, 727013232], [-1431712103, 727013246], [-1431711985, 727013264], [-1431711867, 727013287], [-1431711750, 727013313], [-1431711633, 727013343], [-1431711519, 727013378], [-1431711405, 727013416], [-1431711293, 727013459], [-1431711182, 727013505], [-1431711073, 727013555], [-1431710965, 727013609], [-1431710860, 727013667], [-1431710757, 727013729], [-1431710656, 727013793], [-1431710557, 727013862], [-1431710461, 727013934], [-1431710367, 727014009], [-1431710276, 727014087], [-1431710188, 727014169], [-1431710103, 727014253], [-1431710020, 727014341], [-1431709941, 727014431], [-1431709865, 727014524], [-1431709792, 727014620], [-1431709723, 727014718], [-1431709630, 727014862], [-1431706396, 727014778], [-1431706514, 727010674], [-1431712883, 727010855]]",3,3,0,1,,[],R1,005-946-751
QTAwMDBNMVYwOA==,434000,302000,132000,438000,120000,318000,1984,5005 COLE AVE,"[[-1431712883, 727010855], [-1431712973, 727007366], [-1431723054, 727007654], [-1431715205, 727014457], [-1431715166, 727014411], [-1431715127, 727014366], [-1431715086, 727014322], [-1431715045, 727014278], [-1431715004, 727014235], [-1431714961, 727014193], [-1431714918, 727014151], [-1431714874, 727014110], [-1431714829, 727014070], [-1431714783, 727014031], [-1431714737, 727013992], [-1431714690, 727013954], [-1431714643, 727013918], [-1431714595, 727013882], [-1431714547, 727013847], [-1431714497, 727013812], [-1431714448, 727013779], [-1431714397, 727013746], [-1431714346, 727013715], [-1431714295, 727013684], [-1431714243, 727013654], [-1431714190, 727013625], [-1431714137, 727013597], [-1431714084, 727013570], [-1431714030, 727013544], [-1431713976, 727013519], [-1431713921, 727013495], [-1431713866, 727013472], [-1431713810, 727013449], [-1431713754, 727013428], [-1431713698, 727013408], [-1431713641, 727013389], [-1431713584, 727013370], [-1431713527, 727013353], [-1431713469, 727013337], [-1431713411, 727013321], [-1431713353, 727013307], [-1431713295, 727013294], [-1431713236, 727013282], [-1431713177, 727013271], [-1431713118, 727013260], [-1431713060, 727013251], [-1431713000, 727013243], [-1431712941, 727013236], [-1431712881, 727013230], [-1431712822, 727013225], [-1431712883, 727010855]]",4,3,0,1,,[],R1,005-946-760
QTAwMDBNMVYwOQ==,354000,225000,129000,346000,117000,229000,1980,5007 COLE AVE,"[[-1431723054, 727007654], [-1431721696, 727016531], [-1431721617, 727017047], [-1431721604, 727017046], [-1431721538, 727017045], [-1431716010, 727016923], [-1431715991, 727016923], [-1431715998, 727016803], [-1431716001, 727016682], [-1431715999, 727016562], [-1431715994, 727016442], [-1431715991, 727016406], [-1431715984, 727016322], [-1431715970, 727016202], [-1431715952, 727016084], [-1431715930, 727015965], [-1431715904, 727015848], [-1431715873, 727015732], [-1431715839, 727015616], [-1431715800, 727015502], [-1431715758, 727015390], [-1431715712, 727015279], [-1431715662, 727015169], [-1431715608, 727015062], [-1431715550, 727014956], [-1431715489, 727014853], [-1431715424, 727014752], [-1431715356, 727014653], [-1431715285, 727014556], [-1431715205, 727014457], [-1431721582, 727008929], [-1431723054, 727007654]]",4,3,0,1,,"[{""date"": ""2016-06-01"", ""price"": 319000}]",R1,005-946-778
QTAwMDBNMVYwQQ==,456000,315000,141000,445000,128000,317000,1980,5006 COLE AVE,"[[-1431721617, 727017047], [-1431721536, 727017322], [-1431720196, 727021874], [-1431719334, 727024804], [-1431716617, 727035503], [-1431713801, 727041059], [-1431713916, 727037088], [-1431714032, 727033118], [-1431714147, 727029147], [-1431714262, 727025176], [-1431714351, 727022112], [-1431714201, 727021874], [-1431713061, 727020071], [-1431713180, 727020052], [-1431713297, 727020028], [-1431713414, 727020000], [-1431713530, 727019969], [-1431713644, 727019933], [-1431713758, 727019893], [-1431713869, 727019849], [-1431713980, 727019801], [-1431714088, 727019750], [-1431714195, 727019695], [-1431714299, 727019636], [-1431714402, 727019573], [-1431714502, 727019507], [-1431714600, 727019437], [-1431714695, 727019364], [-1431714788, 727019288], [-1431714878, 727019209], [-1431714966, 727019126], [-1431715050, 727019041], [-1431715131, 727018952], [-1431715209, 727018861], [-1431715284, 727018767], [-1431715356, 727018670], [-1431715424, 727018571], [-1431715489, 727018470], [-1431715550, 727018367], [-1431715608, 727018261], [-1431715662, 727018154], [-1431715712, 727018044], [-1431715758, 727017933], [-1431715800, 727017821], [-1431715839, 727017707], [-1431715873, 727017592], [-1431715904, 727017475], [-1431715930, 727017358], [-1431715952, 727017240], [-1431715970, 727017121], [-1431715991, 727016923], [-1431716010, 727016923], [-1431721538, 727017045], [-1431721604, 727017046], [-1431721617, 727017047]]",5,3,0,1,,[],R1,005-086-248
QTAwMDBNMVYwQg==,325000,216000,109000,318900,99900,219000,1983,5004 COLE AVE,"[[-1431714262, 727025176], [-1431709707, 727025043], [-1431709819, 727021874], [-1431709926, 727018874], [-1431710086, 727019053], [-1431710171, 727019138], [-1431710259, 727019220], [-1431710349, 727019299], [-1431710442, 727019375], [-1431710538, 727019447], [-1431710636, 727019516], [-1431710737, 727019582], [-1431710840, 727019644], [-1431710945, 727019703], [-1431711052, 727019757], [-1431711160, 727019808], [-1431711271, 727019855], [-1431711383, 727019899], [-1431711496, 727019938], [-1431711611, 727019973], [-1431711727, 727020004], [-1431711844, 727020032], [-1431711961, 727020055], [-1431712080, 727020074], [-1431712199, 727020089], [-1431712319, 727020099], [-1431712438, 727020106], [-1431712558, 727020108], [-1431712678, 727020106], [-1431712798, 727020100], [-1431712918, 727020089], [-1431713061, 727020071], [-1431714201, 727021874], [-1431714351, 727022112], [-1431714262, 727025176]]",3,3,1,1,,[],R1,005-086-256
QTAwMDBNMVYwQw==,398000,289000,109000,392900,99900,293000,1989,5002 COLE AVE,"[[-1431709926, 727018874], [-1431709819, 727021874], [-1431709707, 727025043], [-1431706103, 727024938], [-1431706192, 727021874], [-1431706297, 727018223], [-1431709541, 727018307], [-1431709600, 727018412], [-1431709663, 727018514], [-1431709729, 727018615], [-1431709799, 727018712], [-1431709926, 727018874]]",3,3,0,1,,[],R1,005-086-221
QTAwMDBNMVYwRA==,411000,0,411000,411000,411000,0,,5133 SOUCIE AVE,"[[-1431839890, 727006398], [-1431839072, 727044397], [-1431801087, 727042809], [-1431801636, 727016509], [-1431808507, 727016796], [-1431808462, 727018950], [-1431814605, 727019206], [-1431814698, 727014764], [-1431821541, 727014907], [-1431822618, 727013954], [-1431824053, 727013554], [-1431832941, 727009646], [-1431833015, 727006201], [-1431832215, 727003644], [-1431832266, 727001344], [-1431831406, 727001326], [-1431831906, 726978745], [-1431821449, 726978527], [-1431819626, 726978489], [-1431820058, 726957817], [-1431820158, 726953027], [-1431832348, 726953658], [-1431839329, 726953800], [-1431838783, 726978620], [-1431838171, 727006362], [-1431839890, 727006398]]",,,0,0,,[],R1,009-620-273
QTAwMDBNMVYwRQ==,622000,438000,184000,631000,184000,447000,1992,5113 MCCONNELL AVE,"[[-1431795326, 727070064], [-1431795153, 727078219], [-1431790568, 727078026], [-1431790407, 727085730], [-1431781146, 727085345], [-1431779428, 727085273], [-1431779602, 727077571], [-1431779770, 727069580], [-1431781483, 727069634], [-1431795326, 727070064]]",4,4,0,1,,[],R1,014-384-906
QTAwMDBNMVYwRg==,613000,449000,164000,625000,164000,461000,1994,3712 BAILEY ST,"[[-1431791621, 727061217], [-1431795512, 727061298], [-1431795326, 727070064], [-1431781483, 727069634], [-1431779770, 727069580], [-1431779950, 727060972], [-1431781667, 727061008], [-1431783840, 727061054], [-1431787731, 727061135], [-1431791621, 727061217]]",3,2,0,1,,[],R1,014-384-922
QTAwMDBNMVYwRw==,420000,302000,118000,414000,108000,306000,1990,3619 THOMAS ST,"[[-1431705989, 727028909], [-1431706105, 727024938], [-1431709707, 727025043], [-1431714263, 727025176], [-1431714145, 727029146], [-1431705989, 727028909]]",4,3,0,1,,[],R1,014-618-494
QTAwMDBNMVYwSA==,430000,312000,118000,424000,108000,316000,1990,3621 THOMAS ST,"[[-1431714147, 727029147], [-1431714032, 727033118], [-1431705875, 727032881], [-1431705989, 727028909], [-1431714147, 727029147]]",5,3,0,1,,[],R1,014-618-508
QTAwMDBNMVYwSg==,463000,345000,118000,458000,108000,350000,1995,3623 THOMAS ST,"[[-1431705760, 727036853], [-1431705875, 727032881], [-1431714032, 727033118], [-1431713916, 727037088], [-1431705760, 727036853]]",4,4,0,1,,"[{""date"": ""2017-01-19"", ""price"": 485000}, {""date"": ""2014-04-10"", ""price"": 490000}]",R1,014-618-524
QTAwMDBNMVYwSw==,439000,321000,118000,448000,108000,340000,1990,3625 THOMAS ST,"[[-1431705647, 727040825], [-1431705760, 727036853], [-1431713916, 727037088], [-1431713801, 727041059], [-1431705647, 727040825]]",4,3,0,1,,"[{""date"": ""2014-10-23"", ""price"": 522500}]",R1,014-618-532
QTAwMDBNMVYwTA==,438000,309000,129000,430000,117000,313000,1992,3627 THOMAS ST,"[[-1431705422, 727048600], [-1431705647, 727040825], [-1431713801, 727041059], [-1431712982, 727042675], [-1431711154, 727044804], [-1431705422, 727048600]]",3,3,0,1,,[],R1,014-618-559
QTAwMDBNMVYwTQ==,396800,302000,94800,398800,94800,304000,1992,3415 THOMAS ST,"[[-1431707648, 726971292], [-1431707762, 726967355], [-1431714255, 726967543], [-1431714142, 726971480], [-1431707648, 726971292]]",3,4,0,1,,[],R1,017-638-356
QTAwMDBNMVYwTg==,691000,439000,252000,702000,252000,450000,1993,5134 SOUCIE AVE,"[[-1431839001, 727047865], [-1431838523, 727070358], [-1431830222, 727070017], [-1431822371, 727069694], [-1431814520, 727069371], [-1431811913, 727069264], [-1431812375, 727046753], [-1431839001, 727047865]]",3,3,0,1,,[],R1,018-429-602
QTAwMDBNMVYwUA==,466000,258000,208000,479000,208000,271000,1950,5126 SOUCIE AVE,"[[-1431812375, 727046753], [-1431811913, 727069264], [-1431810594, 727069210], [-1431806669, 727069048], [-1431798818, 727068725], [-1431799147, 727053084], [-1431799299, 727046207], [-1431809920, 727046651], [-1431812375, 727046753]]",3,1,0,1,,[],R1,018-429-611
QTAwMDBNMVYwUg==,783000,161000,622000,795000,622000,173000,1957,3725 THOMAS ST,"[[-1431724352, 727058452], [-1431736974, 727058723], [-1431736452, 727083482], [-1431721177, 727082844], [-1431704450, 727082145], [-1431704597, 727077211], [-1431717737, 727061279], [-1431721310, 727058627], [-1431721619, 727058395], [-1431724352, 727058452]]",4,1,0,1,,"[{""date"": ""2014-09-19"", ""price"": 1280000}]",R3,018-436-722
QTAwMDBNMVYwUw==,503000,344000,159000,508000,174000,334000,1995,3510 GORDON DR,"[[-1431765223, 726970098], [-1431764601, 726970671], [-1431762187, 726972898], [-1431753899, 726963871], [-1431754361, 726963701], [-1431756983, 726961124], [-1431760225, 726964654], [-1431765223, 726970098]]",3,3,0,1,,[],R1,018-557-848
QTAwMDBNMVYwVA==,161000,0,161000,176000,176000,0,,3512 GORDON DR,"[[-1431762187, 726972898], [-1431759151, 726975698], [-1431749710, 726965416], [-1431753899, 726963871], [-1431762187, 726972898]]",,,0,0,,[],R1,018-557-856
QTAwMDBNMVYwVQ==,625000,460000,165000,654000,181000,473000,1995,3514 GORDON DR,"[[-1431759151, 726975698], [-1431756466, 726978175], [-1431756115, 726978499], [-1431755815, 726978172], [-1431745522, 726966961], [-1431749710, 726965416], [-1431759151, 726975698]]",5,4,0,1,,[],R1,018-557-864
QTAwMDBNMVYwVg==,535000,359000,176000,561000,192000,369000,1994,3516 GORDON DR,"[[-1431756115, 726978499], [-1431753980, 726980468], [-1431753772, 726980664], [-1431753567, 726980862], [-1431753366, 726981065], [-1431753111, 726981332], [-1431749704, 726978138], [-1431739059, 726968152], [-1431744396, 726967377], [-1431745522, 726966961], [-1431755815, 726978172], [-1431756115, 726978499]]",5,2,0,1,,[],R1,018-557-872
QTAwMDBNMVYwVw==,435300,346000,89300,430000,94000,336000,1995,3525 GORDON DR,"[[-1431760110, 726989599], [-1431759585, 726991418], [-1431759355, 726992217], [-1431752459, 726989684], [-1431752558, 726989275], [-1431752616, 726989057], [-1431752678, 726988840], [-1431752744, 726988625], [-1431752813, 726988410], [-1431752887, 726988197], [-1431752964, 726987985], [-1431753044, 726987774], [-1431753129, 726987565], [-1431753217, 726987358], [-1431753308, 726987152], [-1431753403, 726986947], [-1431753502, 726986745], [-1431753604, 726986544], [-1431753710, 726986344], [-1431753819, 726986147], [-1431753932, 726985952], [-1431754048, 726985759], [-1431754167, 726985567], [-1431760110, 726989599]]",3,3,0,1,,[],R1,018-557-881
QTAwMDBNMVYwWA==,456600,367000,89600,450300,94300,356000,1994,3523 GORDON DR,"[[-1431761901, 726987463], [-1431760110, 726989599], [-1431754167, 726985567], [-1431754398, 726985216], [-1431754527, 726985031], [-1431754659, 726984848], [-1431754794, 726984668], [-1431754932, 726984490], [-1431755074, 726984314], [-1431755218, 726984141], [-1431755365, 726983971], [-1431755515, 726983803], [-1431755668, 726983638], [-1431755824, 726983475], [-1431755983, 726983315], [-1431756145, 726983158], [-1431756309, 726983004], [-1431757119, 726982257], [-1431761901, 726987463]]",4,4,0,1,,[],R1,018-557-899
QTAwMDBNMVYwWQ==,450500,353000,97500,446000,102000,344000,1994,3521 GORDON DR,"[[-1431764578, 726984272], [-1431764302, 726984600], [-1431761901, 726987463], [-1431757119, 726982257], [-1431760155, 726979456], [-1431764578, 726984272]]",3,3,0,1,,[],R1,018-557-902
QTAwMDBNMVYwWg==,432400,336000,96400,428000,101000,327000,1994,3519 GORDON DR,"[[-1431767614, 726981472], [-1431764578, 726984272], [-1431760155, 726979456], [-1431761515, 726978203], [-1431763192, 726976656], [-1431764627, 726978220], [-1431767614, 726981472]]",5,4,0,1,,[],R1,018-557-911
QTAwMDBNMVYxMA==,452000,325000,127000,453000,139000,314000,1996,3402 BAILEY ST,"[[-1431792999, 726952598], [-1431793091, 726948184], [-1431797899, 726948428], [-1431799618, 726948515], [-1431799530, 726952735], [-1431792999, 726952598]]",3,3,0,1,,"[{""date"": ""2015-12-11"", ""price"": 430000}]",R1,018-685-064
QTAwMDBNMVYxMQ==,383800,286000,97800,383000,103000,280000,1994,3404 BAILEY ST,"[[-1431792947, 726955059], [-1431792999, 726952598], [-1431799530, 726952735], [-1431799441, 726956955], [-1431792910, 726956818], [-1431792947, 726955059]]",3,3,0,1,,[],R1,018-685-072
QTAwMDBNMVYxMg==,437300,339000,98300,435000,103000,332000,1995,3406 BAILEY ST,"[[-1431799441, 726956955], [-1431799357, 726961003], [-1431798830, 726961510], [-1431792815, 726961383], [-1431792910, 726956818], [-1431799441, 726956955]]",4,3,0,1,,[],R1,018-685-081
QTAwMDBNMVYxMw==,426000,325000,101000,426000,106000,320000,1994,3401 MILE PL,"[[-1431787566, 726957453], [-1431792947, 726955059], [-1431792910, 726956818], [-1431792815, 726961383], [-1431786542, 726961251], [-1431786037, 726960723], [-1431786051, 726960034], [-1431786097, 726960005], [-1431786143, 726959975], [-1431786189, 726959945], [-1431786233, 726959914], [-1431786277, 726959881], [-1431786321, 726959849], [-1431786364, 726959815], [-1431786407, 726959781], [-1431786448, 726959745], [-1431786490, 726959710], [-1431786530, 726959673], [-1431786570, 726959636], [-1431786610, 726959598], [-1431786648, 726959560], [-1431786686, 726959520], [-1431786724, 726959481], [-1431786761, 726959440], [-1431786797, 726959399], [-1431786832, 726959357], [-1431786866, 726959315], [-1431786900, 726959272], [-1431786933, 726959229], [-1431786966, 726959184], [-1431786997, 726959140], [-1431787028, 726959095], [-1431787058, 726959049], [-1431787087, 726959003], [-1431787116, 726958957], [-1431787143, 726958910], [-1431787170, 726958862], [-1431787196, 726958814], [-1431787222, 726958765], [-1431787246, 726958716], [-1431787269, 726958667], [-1431787292, 726958617], [-1431787314, 726958567], [-1431787335, 726958517], [-1431787355, 726958466], [-1431787374, 726958415], [-1431787393, 726958363], [-1431787410, 726958311], [-1431787427, 726958260], [-1431787442, 726958207], [-1431787457, 726958154], [-1431787471, 726958101], [-1431787484, 726958048], [-1431787496, 726957995], [-1431787507, 726957941], [-1431787517, 726957888], [-1431787527, 726957834], [-1431787535, 726957780], [-1431787542, 726957726], [-1431787549, 726957671], [-1431787555, 726957617], [-1431787559, 726957563], [-1431787563, 726957508], [-1431787566, 726957453]]",3,2,0,1,,[],R1,018-685-099
QTAwMDBNMVYxNA==,438500,343000,95500,438000,104000,334000,1995,3403 MILE PL,"[[-1431793091, 726948184], [-1431793070, 726949218], [-1431792999, 726952598], [-1431792947, 726955059], [-1431787610, 726957433], [-1431787568, 726957230], [-1431787563, 726957119], [-1431787554, 726957008], [-1431787541, 726956898], [-1431787525, 726956788], [-1431787504, 726956678], [-1431787480, 726956570], [-1431787452, 726956462], [-1431787421, 726956355], [-1431787385, 726956250], [-1431787346, 726956146], [-1431787304, 726956043], [-1431787258, 726955942], [-1431787208, 726955842], [-1431787155, 726955744], [-1431787098, 726955649], [-1431787039, 726955555], [-1431786976, 726955463], [-1431786910, 726955374], [-1431786840, 726955287], [-1431786768, 726955202], [-1431786693, 726955120], [-1431786615, 726955041], [-1431786476, 726954912], [-1431790656, 726949096], [-1431791374, 726948097], [-1431793091, 726948184]]",2,3,0,1,,[],R1,018-685-102
